Year,Type,Question,Qption_A,Qption_B,Qption_C,Qption_D,Category,Marks,Answer
qp_2014_3,,"You have an array of n elements. Suppose you implement quicksort by always choosing the central 
element of the array as the pivot.Then the tightest upper bound for the worst case performance is",O(n<sup>2</sup>),O(nlog n),&Theta;(nlog n),O(n<sup>3</sup>),Algorithms,,
qp_2014_3,,"The length of the shortest string NOT in the language (over &sum; = {a,b}) of the following regular 
expression is ____.

        a<sup>*</sup>b<sup>*</sup>(ba)<sup>*</sup>a<sup>*</sup>",,,,,,,
qp_2014_3,,"Let &sum; be a finite non-empty alphabet and let 2<sup>&sum;<sup>*</sup></sup> be the power set of &sum;<sup>*</sup>.  Which one of the 
following is TRUE?",Both 2<sup>&sum;<sup>*</sup></sup> and &sum;<sup>*</sup> are countable,2<sup>&sum;<sup>*</sup></sup> is countable and &sum;<sup>*</sup> is uncountable,2<sup>&sum;<sup>*</sup></sup> is uncountable and &sum;<sup>*</sup> is countable,Both 2<sup>&sum;<sup>*</sup></sup> and &sum;<sup>*</sup> are uncountable,,,
qp_2014_3,,One of the purposes of using intermediate code in compilers is to,make parsing and semantic analysis simpler.,improve error recovery and error reporting.,increase the chances of reusing the machine-independent code optimizer in other compilers.,improve the register allocation.,,,
qp_2014_3,,"Which of the following statements are CORRECT?  

1) Static allocation of all data areas by a compiler makes it impossible to implement recursion. 
2) Automatic garbage collection is essential to implement recursion. 
3) Dynamic allocation of activation records is essential to implement recursion. 
4) Both heap and stack are essential to implement recursion.",1 and 2 only,2 and 3 only,3 and 4 only,1 and 3 only,,,
qp_2014_3,,"In the context of modular software design, which one of the following combinations is desirable?",High cohesion and high coupling,High cohesion and low coupling,Low cohesion and high coupling,Low cohesion and low coupling,,,
qp_2014_3,,"A system uses 3 page frames for storing process pages in main memory. It uses the Least Recently 
Used (LRU) page replacement policy. Assume that all the page frames are initially empty. What is 
the total number of page faults that will occur while processing the page reference string given 
below? ____

4,  7,  6,  1,  7,  6,  1,  2,  7,  2",,,,,,,
qp_2014_3,,"What is the optimized version of the relation algebra expression &pi;<sub>A1</sub>(&pi;<sub>A2</sub>(&sigma;<sub>F1</sub>(&sigma;<sub>F2</sub>(r)))), where 
 A1 and A2 are sets of attributes in r with A1 &sub; A2 and F1,F2 are Boolean expressions based on the 
attributes in r?",&pi;<sub>A1</sub>(&sigma;<sub>(F1 &and; F2)</sub>(r)),&pi;<sub>A1</sub>(&sigma;<sub>(F1 &or; F2)</sub>(r)),&pi;<sub>A2</sub>(&sigma;<sub>(F1 &and; F2)</sub>(r)),&pi;<sub>A2</sub>(&sigma;<sub>(F1 &or; F2)</sub>(r)),,,
qp_2014_3,,A prime attribute of a relation scheme R is an attribute that appears,in all candidate keys of R.,in some candidate key of R.,in a foreign key of R.,only in the primary key of R.,,,
qp_2014_3,,"In the following pairs of OSI protocol layer/sub-layer and its functionality, the INCORRECT pair 
is",Network layer and Routing,Data Link Layer and Bit synchronization,Transport layer and End-to-end process communication,Medium Access Control sub-layer and Channel sharing,ComputerNetworks,,
qp_2014_3,,"A bit-stuffing based framing protocol uses an 8-bit delimiter pattern of 01111110. If the output  
bit-string after stuffing is 01111100101, then the input bit-string is",0111110100,0111110101,0111111101,0111111111,,,
qp_2014_3,,"Host A (on TCP/IP v4 network A) sends an IP datagram D to host B (also on TCP/IP v4 network B).
Assume that no error occurred during the transmission of D. When D reaches B, which of the 
following IP header field(s) may be different from that of the original datagram D?  
            
    (i) TTL   (ii) Checksum  (iii) Fragment Offset",(i) only,(i) and (ii) only,(ii) and (iii) only,"(i), (ii) and (iii)",ComputerNetworks,,
qp_2014_3,,"An IP router implementing Classless Inter-domain Routing (CIDR) receives a packet with address 
131.23.151S.76. The router's routing table has the following entries: 

Prefix         Output Interface 
                  Identifier 
131.16.0.0/ 12   3 
131.28.0.0/ 14   5 
131.19.0.0/ 16   2 
131.22.0.0/ 15   1 

The identifier of the output interface on which this packet will be forwarded is  ____.",,,,,ComputerNetworks,,
qp_2014_3,,"Every host in an IPv4 network has a 1-second resolution real-time clock with battery backup. Each 
host needs to generate up to 1000 unique identifiers per second. Assume that each host has a 
globally unique IPv4 address. Design a 50-bit globally unique ID for this purpose. After what 
period (in seconds) will the identifiers generated by a host wrap around? ____",,,,,ComputerNetworks,,
qp_2014_3,,"An IP router with a Maximum Transmission Unit (MTU) of 1500 bytes has received an IP packet 
of size 4404 bytes with an IP header of length 20 bytes. The values of the  relevant fields in the 
header of the third IP fragment  generated by the router for this packet are","MF bit: 0, Datagram Length: 1444; Offset: 370","MF bit: 1, Datagram Length: 1424; Offset: 185","MF bit: 1, Datagram Length: 1500; Offset: 370","MF bit: 0, Datagram Length: 1424; Offset: 2960",ComputerNetworks,,
qp_2014_3,,"Consider the transactions T1, T2, and T3 and the schedules S1 and S2 given below.  

T1: r1(X); r1(Z); w1(X); w1(Z) 
T2: r2(Y); r2(Z); w2(Z) 
T3: r3(Y); r3(X); w3(Y) 

S1: r1(X); r3(Y); r3(X); r2(Y); r2(Z);T w3(Y); w2(Z); r1(Z); w1(X); w1(Z) 
S2: r1(X); r3(Y); r2(Y); r3(X); r1(Z); r2(Z)E; w3(Y); w1(X); w2(Z); w1(Z) 

Which one of the following statements about the schedules is TRUE?",Only S1 is conflict-serializable.,Only S2 is conflict-serializable.,Both S1 and S2 are conflict-serializable.,Neither S1 nor S2 is  conflict-serializable.,,,
qp_2014_3,,"Consider the relational schema given below, where eId of the relation dependent is a foreign 
key referring to empId of the relation employee. Assume that every employee has at least one 
associated dependent in the dependent relation.
 
    employee(empId, empName, empAge) 
    dependent(depId, eId, depName, depAge)

Consider the following relational algebra query: 

&prod;<sub>empId</sub>(employee) - &prod;<sub>empId</sub>(employee&bowtie;<sub>(empId = eID) &and; (empAge  &le; depAge)</sub>dependent)

The above query evaluates to the set of empIds of employees whose age is greater than that of",some dependent.,all dependents.,some of his/her dependents.,all of his/her dependents.,Databases,,
qp_2014_3,,"A system contains three programs and each requires three tape units for its operation. The 
minimum number of tape units which the system must have such that deadlocks never arise 
is ____.",,,,,,,
qp_2014_3,,"An operating system uses shortest remaining time first scheduling algorithm for pre-emptive 
scheduling of processes. Consider the following set of processes with their arrival times and CPU 
burst times (in milliseconds): 

Process Arrival Time Burst Time 
P1      0            12 
P2      2            4 
P3      3            6
P4      8            5 

The average waiting time (in milliseconds) of the processes is ____.",,,,,,,
qp_2014_3,,"Consider a paging hardware with a TLB. Assume that the entire page table and all the pages are  in 
the physical memory. It takes 10 milliseconds to search the TLB and 80 milliseconds to access the 
physical memory. If the TLB hit ratio is 0.6, the effective memory access time (in milliseconds) is  
____.",,,,,,,
qp_2014_3,,"Consider the basic block given below. 

a = b + c 
c = a + d
d = b + c 
e = d - b 
a = e + b

The minimum number of nodes and edges present in the DAG representation of the above basic 
block respectively are",6 and 6,8 and 10,9 and 12,4 and 4,,,
qp_2014_3,,Which one of the following problems is undecidable?,Deciding if a given context-free grammar is ambiguous.,Deciding if a given string is generated by a given context-free grammar.,Deciding if the language generated by a given context-free grammar is empty.,Deciding if the language generated by a given context-free grammar is finite.,,,
qp_2014_3,,"Consider the following languages over the alphabet &sum; = {0, 1, c}: 

    L1 = {0<sup>n</sup>1<sup>n</sup> | n &ge; 0}
    L2 = {wcw<sup>r</sup> | w &isin; {0,1}<sup>*</sup>}
    L3 = {ww<sup>r</sup> | w &isin; {0,1}<sup>*</sup>}

Here, w<sup>r</sup> is the reverse of the string . Which of these languages are deterministic Context-free 
languages?",None of the languages,L1 Only,Only L1 and L2,All the three languages,,,
qp_2014_3,,"Suppose you want to move from 0 to 100 on the number line. In each step, you either 
move right by a unit distance or you take a shortcut.  A shortcut is simply a pre-specified 
pair of integers i, j with i < j. Given a shortcut i, j if you are at position i on the number 
line, you may directly move to j. Suppose T(k) denotes the smallest number of steps 
needed to movm from k to 100. Suppose further that there is at most 1 shortcut involving  
any number, and in particular from 9 there is a shortcut to 15. Let y and z be such that 
T(9) = 1 + min(T(y), T(z)). Then the value of the product yz is ____.",,,,,,,
qp_2014_3,,"Consider the decision 2CNFSAT defined as follows:

 { &Phi; | &Phi; is a satisfiable propositional formula in CNF with at most two literals per clause } 

For example, &Phi; = (x<sub>1</sub> &or; x<sub>2</sub>) &and; (x<sub>1</sub> &or; <span class=""above_bar"">x</span><sub>3</sub>) &and; (x<sub>2</sub> &or; x<sub>4</sub>) is a Boolean formula and it is in 2CNFSAT.  

The decision problem 2CNFSAT is",NP-Complete.,solvable in polynomial time by reduction to directed graph reachability.,solvable in constant  time since any input instance is satisfiable.,"NP-hard, but not NP-complete.",,,
qp_2014_3,,"Suppose we have a balanced binary search tree T holding n numbers.  We are given two 
numbers L and H and wish to sum up all the numbers in T that lie between L and H.  
Suppose there are m such numbers in T. If the tightest upper bound on the time to 
compute the sum is O(n<sup>a</sup>log<sup>b</sup> n + m<sup>c</sup>log<sup>d</sup> n)) the value of a + 10b + 100c + 1000d is 
____.",,,,,,,
qp_2014_3,,"Consider a hash table with 100 slots. Collisions are resolved using chaining. Assuming simple 
uniform hashing, what is the probability that the first 3 slots are unfilled after the first 3 insertions?",(97 x 97 x 97)/100<sup>3</sup>,(99 x 98 x 97)/100<sup>3</sup>,(97 x 96 x 95)/100<sup>3</sup>,(97 x 96 x 95)/(3! x 100<sup>3</sup>),,,
qp_2014_3,,"Consider the pseudocode given below. The function DoSomething() takes as argument a 
pointer to the root of an arbitrary tree represented by the leftMostChild-rightSibling representation. 
Each node of the tree is of type treeNode. 

typedef struct treeNode* treeptr; 

struct treeNode 
{
       treeptr leftMostChild, rightSibling; 
};

int DoSomething (treeptr tree)
{ 
   int value=0;
   if (tree != NULL) { 
     if (tree->leftMostChild == NULL) 
         value = 1;
     else  
         value =  DoSomething(tree->leftMostChild); 
     value = value + DoSomething(tree->rightSibling); 
   } 
   return(value); 
}

When the pointer to the root of a tree is passed as the argument to DoSomething, the value 
returned by the function corresponds to the",number of internal nodes in the tree.,height of the tree.,number of nodes without a right sibling in the tree.,number of leaf nodes in the tree.,,,
qp_2014_3,,"Consider the C function given below. Assume that the array listA contains n ( > 0 ) elements, 
sorted in ascending order. 

int ProcessArray(int *listA, int x, int n) 
{ 
  int i, j, k; 
  i = 0; 
  j = n-1; 
  do { 
       k = (i+j)/2; 
       if (x <= listA[k]) 
           j = k-1; 
       if (listA[k] <= x) 
           i = k+1; 
      }while (i <= j);

  if (listA[k] == x)  4
      return(k); 
  else  
      return -1; 1
} 

Which one of the following statements about the function ProcessArray is CORRECT?",It will run into an infinite loop when x is not in listA.,It is an implementation of binary search.,It will always find the maximum element in listA.,It will return -1 even when x is present in listTA.,,,
qp_2014_3,,"An instruction pipeline has five stages, namely, instruction fetch (IF), instruction decode and 
register fetch (ID/RF), instruction execution (EX), memory access (MEM), and register writeback 
(WB) with stage latencies 1 ns, 2.2 ns, 2 ns, 1 ns, and 0.75 ns, respectively (ns stands for 
nanoseconds). To gain in terms of frequency, the designers have decided to split the ID/RF stage 
into three stages (ID, RF31, RF2) each of latency 2.2/3 ns. Also, the EX stage is split into two stages 
(EX1, EX2) each of latency 1 ns. The new design has a total of eight pipeline stages. A program 
has 20% branch in0structions which execute in the EX stage and produce the next instruction pointer 
at the end of the EX stage in the old design and at the end of the EX2 stage in the new design. The 
IF stage stalls after fetching a branch instruction until the next instruction pointer is computed. All 
instructions other than the branch instruction have an average CPI of one in both the designs. The 
execution times of this program on the old and the new design are P and Q nanoseconds, 
resCpectively. The value of P/Q is ____.",,,,,ComputerOrganizationAndArchitecture,,
